date,region,product,segment,sales_rep,revenue,units_sold,discount_pct,cost,profit,profit_margin
2023-12-27,East,Product D,SMB,Rep_8,7088.97,19,9.2,3236.11,3852.86,54.35
2023-12-27,North,Product E,Startup,Rep_1,8145.8,25,5.4,4497.06,3648.74,44.79
2023-12-27,South,Product C,SMB,Rep_3,5214.88,34,19.2,3073.99,2140.89,41.05
2023-12-27,North,Product C,Government,Rep_1,5990.18,11,21.2,3028.47,2961.71,49.44
2023-12-27,Central,Product E,Government,Rep_8,6686.56,11,4.8,3914.65,2771.91,41.45
2023-12-27,West,Product B,Government,Rep_10,9544.32,33,6.9,4531.21,5013.11,52.52
2023-12-28,Central,Product E,SMB,Rep_9,9582.87,20,14.2,5474.51,4108.36,42.87
2023-12-28,West,Product B,Enterprise,Rep_2,5870.7,29,15.1,3421.31,2449.39,41.72
2023-12-28,South,Product D,Startup,Rep_8,9274.78,19,12.4,4384.54,4890.24,52.73
2023-12-28,East,Product B,SMB,Rep_4,2133.63,5,19.4,995.09,1138.54,53.36
2023-12-28,South,Product C,Government,Rep_6,10649.84,24,10.6,5024.56,5625.28,52.82
2023-12-28,West,Product D,Startup,Rep_1,2941.56,5,19.6,1439.75,1501.81,51.05
2023-12-28,Central,Product D,Startup,Rep_10,8055.46,15,13.0,5320.68,2734.78,33.95
2023-12-28,West,Product A,Enterprise,Rep_6,2216.87,7,12.8,1329.95,886.92,40.01
2023-12-28,West,Product B,Enterprise,Rep_10,7377.37,29,12.4,4842.49,2534.88,34.36
2023-12-28,Central,Product B,SMB,Rep_9,5783.92,11,4.2,3761.45,2022.47,34.97
2023-12-28,West,Product C,Government,Rep_3,3402.06,7,11.9,1683.07,1718.99,50.53
2023-12-28,North,Product C,SMB,Rep_5,7580.66,20,21.5,3457.13,4123.53,54.4
2023-12-28,East,Product D,SMB,Rep_2,4416.8,16,15.2,2809.61,1607.19,36.39
2023-12-28,North,Product E,Government,Rep_5,4500.51,7,19.0,2699.76,1800.75,40.01
2023-12-28,South,Product C,SMB,Rep_9,4478.53,7,17.9,2160.69,2317.84,51.75
2023-12-28,West,Product D,Enterprise,Rep_6,6197.85,13,10.4,3261.46,2936.39,47.38
2023-12-28,West,Product A,Startup,Rep_2,8565.37,45,22.7,5411.35,3154.02,36.82
2023-12-28,South,Product A,Government,Rep_8,2214.75,7,2.6,1138.16,1076.59,48.61
2023-12-29,West,Product D,Enterprise,Rep_10,4964.74,13,9.4,2245.04,2719.7,54.78
2023-12-29,North,Product C,Enterprise,Rep_5,4059.48,8,0.0,1999.84,2059.64,50.74
2023-12-29,East,Product C,Government,Rep_7,7629.61,22,16.1,4784.1,2845.51,37.3
2023-12-29,West,Product C,Government,Rep_4,8209.61,22,24.4,3852.16,4357.45,53.08
2023-12-29,North,Product C,Enterprise,Rep_7,6339.01,12,20.0,3074.01,3265.0,51.51
2023-12-29,South,Product A,Startup,Rep_7,7538.42,26,12.1,3432.91,4105.51,54.46
2023-12-29,West,Product A,Government,Rep_6,3749.42,10,20.9,2368.96,1380.46,36.82
2023-12-29,East,Product B,Startup,Rep_3,5391.57,14,13.2,3213.58,2177.99,40.4
2023-12-29,West,Product B,SMB,Rep_1,10805.01,33,8.8,5001.84,5803.17,53.71
2023-12-29,North,Product A,Government,Rep_7,2586.17,10,21.2,1437.18,1148.99,44.43
2023-12-29,East,Product E,Enterprise,Rep_5,2447.92,4,16.0,1485.01,962.91,39.34
2023-12-29,West,Product E,Government,Rep_4,2398.53,8,11.1,1392.52,1006.01,41.94
2023-12-29,Central,Product D,Enterprise,Rep_9,5791.37,11,21.6,2805.35,2986.02,51.56
2023-12-30,South,Product A,Government,Rep_9,6493.97,18,14.1,3681.7,2812.27,43.31
2023-12-30,Central,Product B,Startup,Rep_4,5745.36,9,18.5,3296.2,2449.16,42.63
2023-12-30,West,Product B,Government,Rep_5,8860.49,19,0.3,5575.46,3285.03,37.08
2023-12-30,North,Product E,Government,Rep_2,8886.66,17,14.8,4724.46,4162.2,46.84
2023-12-30,North,Product B,SMB,Rep_7,4939.28,11,1.6,2594.76,2344.52,47.47
2023-12-30,West,Product E,Enterprise,Rep_5,1402.07,3,23.7,873.54,528.53,37.7
2023-12-30,West,Product C,Enterprise,Rep_4,5357.85,18,14.2,3236.81,2121.04,39.59
2023-12-30,South,Product B,Enterprise,Rep_6,9382.13,36,24.6,4407.09,4975.04,53.03
2023-12-30,South,Product A,Enterprise,Rep_6,2527.74,5,9.5,1474.81,1052.93,41.65
2023-12-30,North,Product A,Startup,Rep_8,6406.18,13,7.0,3268.4,3137.78,48.98
2023-12-30,East,Product E,Enterprise,Rep_6,2473.33,5,22.7,1394.31,1079.02,43.63
2023-12-30,Central,Product A,Enterprise,Rep_10,9245.96,18,13.4,4276.26,4969.7,53.75
2023-12-30,Central,Product E,Government,Rep_1,7937.3,20,22.3,5091.75,2845.55,35.85
2023-12-30,East,Product A,Government,Rep_7,9015.58,45,19.0,5477.08,3538.5,39.25
2023-12-30,Central,Product C,SMB,Rep_1,5685.71,32,24.2,3006.18,2679.53,47.13
2023-12-30,Central,Product C,SMB,Rep_5,8953.38,20,12.0,5494.59,3458.79,38.63
2023-12-31,East,Product D,SMB,Rep_5,9018.46,51,2.1,4192.1,4826.36,53.52
2023-12-31,Central,Product D,Enterprise,Rep_8,4642.62,13,19.3,2821.97,1820.65,39.22
2023-12-31,Central,Product C,Government,Rep_7,4326.46,10,14.7,2785.57,1540.89,35.62
2023-12-31,Central,Product B,SMB,Rep_6,2130.48,11,3.4,1380.71,749.77,35.19
2023-12-31,West,Product B,SMB,Rep_5,10877.09,18,11.1,6775.78,4101.31,37.71
2023-12-31,West,Product A,Startup,Rep_10,4408.77,12,4.3,2609.6,1799.17,40.81
2023-12-31,East,Product C,Startup,Rep_4,7151.84,14,2.3,4077.94,3073.9,42.98
2023-12-31,North,Product A,Enterprise,Rep_6,6943.68,20,6.9,3283.81,3659.87,52.71
2023-12-31,East,Product A,SMB,Rep_10,7115.9,12,20.1,3608.73,3507.17,49.29
2023-12-31,South,Product D,Startup,Rep_1,5477.83,14,2.9,2867.71,2610.12,47.65
2023-12-31,South,Product C,SMB,Rep_4,2521.57,5,2.4,1253.32,1268.25,50.3
2023-12-31,East,Product D,Government,Rep_6,8981.67,58,4.9,4501.78,4479.89,49.88
2023-12-31,North,Product A,Government,Rep_5,8714.98,29,13.1,5924.22,2790.76,32.02
2023-12-31,East,Product E,SMB,Rep_10,8211.07,15,13.5,4675.88,3535.19,43.05
2023-12-31,South,Product C,Startup,Rep_9,4890.37,20,18.3,2708.85,2181.52,44.61
2023-12-31,West,Product B,Startup,Rep_9,10736.83,33,13.1,5738.34,4998.49,46.55
2023-12-31,Central,Product B,SMB,Rep_7,2465.52,5,2.1,1341.28,1124.24,45.6
2024-01-01,East,Product A,Enterprise,Rep_2,5571.14,12,11.2,2538.35,3032.79,54.44
2024-01-01,South,Product C,Enterprise,Rep_5,13934.41,24,18.9,8998.46,4935.95,35.42
2024-01-01,Central,Product E,Government,Rep_4,7509.64,12,24.7,4394.68,3114.96,41.48
2024-01-01,West,Product A,Enterprise,Rep_6,3502.06,6,13.8,2378.4,1123.66,32.09
2024-01-01,South,Product B,SMB,Rep_10,5751.2,16,18.7,3705.84,2045.36,35.56
2024-01-01,West,Product D,Startup,Rep_5,4197.65,14,9.6,2795.83,1401.82,33.4
2024-01-01,South,Product A,SMB,Rep_5,9789.82,21,20.0,4701.54,5088.28,51.98
2024-01-01,Central,Product D,Enterprise,Rep_4,6361.32,15,22.1,3412.84,2948.48,46.35
2024-01-01,West,Product E,SMB,Rep_10,6894.65,41,9.6,4448.77,2445.88,35.48
2024-01-01,South,Product E,SMB,Rep_10,2734.96,4,12.9,1690.33,1044.63,38.2
2024-01-01,North,Product C,SMB,Rep_8,9100.45,17,2.6,4215.0,4885.45,53.68
2024-01-01,West,Product B,Enterprise,Rep_6,4848.62,8,18.9,3199.95,1648.67,34.0
2024-01-01,East,Product A,Government,Rep_10,3896.42,13,13.7,2242.97,1653.45,42.44
2024-01-01,Central,Product A,Government,Rep_1,5734.6,10,11.5,2952.97,2781.63,48.51
2024-01-01,South,Product B,Government,Rep_1,4377.08,11,12.7,2305.63,2071.45,47.32
2024-01-02,Central,Product C,Startup,Rep_5,5189.9,24,2.8,2572.29,2617.61,50.44
2024-01-02,West,Product D,Government,Rep_7,3586.79,6,19.4,1673.99,1912.8,53.33
2024-01-02,Central,Product A,Enterprise,Rep_5,4159.38,8,1.2,2437.37,1722.01,41.4
2024-01-02,West,Product E,Government,Rep_6,10305.24,21,6.5,4915.25,5389.99,52.3
2024-01-02,North,Product E,Enterprise,Rep_2,10251.33,28,11.6,6023.98,4227.35,41.24
2024-01-02,South,Product A,Enterprise,Rep_3,10299.22,22,7.7,4652.11,5647.11,54.83
2024-01-02,North,Product B,SMB,Rep_2,2750.67,13,19.7,1248.53,1502.14,54.61
2024-01-02,South,Product B,SMB,Rep_8,9792.85,24,21.8,5607.43,4185.42,42.74
2024-01-02,Central,Product B,Enterprise,Rep_7,3968.21,19,8.6,2575.62,1392.59,35.09
2024-01-02,South,Product D,Enterprise,Rep_9,8832.57,21,5.6,5872.45,2960.12,33.51
2024-01-02,North,Product A,Government,Rep_10,7071.14,23,5.6,4592.79,2478.35,35.05
2024-01-02,South,Product B,SMB,Rep_9,6768.84,15,23.9,3320.96,3447.88,50.94
2024-01-02,Central,Product E,Enterprise,Rep_10,3908.52,6,6.9,2312.71,1595.81,40.83
2024-01-02,North,Product B,Government,Rep_1,10469.2,18,3.9,6234.79,4234.41,40.45
2024-01-02,East,Product C,Enterprise,Rep_10,12285.03,25,22.4,7477.6,4807.43,39.13
2024-01-02,East,Product B,SMB,Rep_4,4389.57,13,4.7,2108.62,2280.95,51.96
2024-01-03,North,Product C,Startup,Rep_7,14125.83,85,22.4,8518.93,5606.9,39.69
2024-01-03,East,Product A,SMB,Rep_4,6704.99,20,5.1,4351.13,2353.86,35.11
2024-01-03,Central,Product B,Startup,Rep_1,5336.2,10,8.4,3176.67,2159.53,40.47
2024-01-03,West,Product D,Startup,Rep_4,3248.92,6,5.6,2194.55,1054.37,32.45
2024-01-03,East,Product D,Startup,Rep_4,3177.81,10,12.6,1943.52,1234.29,38.84
2024-01-03,North,Product E,Startup,Rep_2,5537.12,14,1.1,3400.21,2136.91,38.59
2024-01-03,West,Product E,SMB,Rep_2,3891.95,6,19.5,1952.92,1939.03,49.82
2024-01-03,East,Product C,Startup,Rep_9,12075.22,20,9.7,7497.08,4578.14,37.91
2024-01-03,South,Product A,Enterprise,Rep_9,2605.08,6,3.5,1273.65,1331.43,51.11
2024-01-04,West,Product C,Enterprise,Rep_10,9919.95,64,18.6,6387.53,3532.42,35.61
2024-01-04,North,Product D,Startup,Rep_1,5596.82,9,18.6,3709.28,1887.54,33.73
2024-01-04,West,Product D,Government,Rep_6,8595.86,44,9.8,4183.46,4412.4,51.33
2024-01-04,South,Product E,Startup,Rep_4,8982.53,29,13.4,5578.14,3404.39,37.9
2024-01-04,Central,Product D,SMB,Rep_1,2424.25,4,23.6,1636.83,787.42,32.48
2024-01-04,North,Product A,SMB,Rep_7,8580.31,30,9.4,4444.01,4136.3,48.21
2024-01-04,East,Product C,SMB,Rep_8,3918.67,6,23.4,2067.24,1851.43,47.25
2024-01-04,North,Product C,Startup,Rep_10,5795.55,14,1.3,2801.48,2994.07,51.66
2024-01-04,Central,Product A,Government,Rep_10,4806.19,8,10.6,3176.89,1629.3,33.9
2024-01-05,West,Product B,Startup,Rep_4,4786.79,8,15.3,2776.64,2010.15,41.99
2024-01-05,South,Product C,Startup,Rep_1,9182.92,19,16.6,5065.75,4117.17,44.84
2024-01-05,South,Product B,Government,Rep_1,5047.1,28,10.7,2465.53,2581.57,51.15
2024-01-05,East,Product B,Startup,Rep_6,9305.21,20,4.7,5777.52,3527.69,37.91
2024-01-05,West,Product D,SMB,Rep_3,7557.38,24,23.2,4255.64,3301.74,43.69
2024-01-05,East,Product A,Enterprise,Rep_7,4413.6,10,8.8,2543.8,1869.8,42.36
2024-01-05,Central,Product B,Enterprise,Rep_8,2996.85,6,15.3,1628.5,1368.35,45.66
2024-01-05,North,Product A,SMB,Rep_10,5821.61,18,23.8,2802.65,3018.96,51.86
2024-01-05,North,Product D,Startup,Rep_7,4039.65,7,12.0,2059.15,1980.5,49.03
2024-01-05,Central,Product C,Government,Rep_3,5442.59,20,8.8,3381.35,2061.24,37.87
2024-01-06,East,Product B,SMB,Rep_6,5118.36,12,22.1,2909.11,2209.25,43.16
2024-01-06,North,Product A,SMB,Rep_9,4556.53,8,6.3,2604.53,1952.0,42.84
2024-01-06,South,Product C,Startup,Rep_3,1941.9,3,21.7,1115.71,826.19,42.55
2024-01-06,West,Product C,Enterprise,Rep_9,10555.08,20,19.8,6034.26,4520.82,42.83
2024-01-06,East,Product B,SMB,Rep_10,9922.55,18,8.5,4499.64,5422.91,54.65
2024-01-06,West,Product D,SMB,Rep_1,8648.6,16,5.7,5684.63,2963.97,34.27
2024-01-06,East,Product A,Enterprise,Rep_7,7530.84,22,3.6,4581.65,2949.19,39.16
2024-01-06,North,Product E,Enterprise,Rep_1,5119.94,9,14.5,2345.19,2774.75,54.19
2024-01-06,East,Product D,Startup,Rep_5,5131.98,31,10.9,3423.29,1708.69,33.29
2024-01-07,East,Product B,Government,Rep_7,6105.21,21,2.9,3718.81,2386.4,39.09
2024-01-07,East,Product C,Government,Rep_8,7096.11,12,15.6,4112.44,2983.67,42.05
2024-01-07,South,Product D,SMB,Rep_3,7663.06,13,23.7,4310.29,3352.77,43.75
2024-01-07,North,Product B,Enterprise,Rep_10,6807.42,20,19.1,4133.09,2674.33,39.29
2024-01-07,North,Product C,Enterprise,Rep_4,5139.65,14,13.0,3324.65,1815.0,35.31
2024-01-07,South,Product E,Government,Rep_7,9412.68,21,18.7,4308.0,5104.68,54.23
2024-01-07,East,Product A,Enterprise,Rep_8,8177.25,30,21.6,4484.28,3692.97,45.16
2024-01-07,South,Product D,Startup,Rep_4,5991.45,33,24.2,3420.35,2571.1,42.91
2024-01-07,East,Product B,Startup,Rep_2,3648.88,9,3.0,2009.11,1639.77,44.94
2024-01-08,South,Product D,Enterprise,Rep_2,2903.88,8,23.1,1420.67,1483.21,51.08
2024-01-08,West,Product B,Startup,Rep_8,7435.13,15,18.3,3879.41,3555.72,47.82
2024-01-08,East,Product C,Startup,Rep_7,13119.4,22,4.8,7870.84,5248.56,40.01
2024-01-08,West,Product E,Startup,Rep_10,3082.19,8,18.2,1396.76,1685.43,54.68
2024-01-08,Central,Product E,Startup,Rep_4,5839.17,20,16.7,3264.11,2575.06,44.1
2024-01-08,North,Product D,Startup,Rep_7,1588.37,9,16.9,1059.63,528.74,33.29
2024-01-08,North,Product E,Enterprise,Rep_3,4749.98,9,4.6,2713.08,2036.9,42.88
2024-01-08,South,Product D,Enterprise,Rep_8,3654.68,22,23.5,2102.81,1551.87,42.46
2024-01-08,South,Product D,SMB,Rep_2,3634.71,18,2.1,2013.0,1621.71,44.62
2024-01-08,South,Product B,SMB,Rep_9,7365.01,24,16.2,3319.82,4045.19,54.92
2024-01-08,Central,Product B,Startup,Rep_10,2236.02,8,10.3,1304.82,931.2,41.65
2024-01-08,West,Product B,Government,Rep_9,8448.57,33,18.2,5062.93,3385.64,40.07
2024-01-08,South,Product D,Enterprise,Rep_9,2101.68,8,14.5,1122.21,979.47,46.6
2024-01-08,Central,Product E,SMB,Rep_1,9162.7,27,1.6,4231.44,4931.26,53.82
2024-01-08,South,Product B,Startup,Rep_2,10192.6,26,10.1,4948.96,5243.64,51.45
2024-01-08,West,Product C,Enterprise,Rep_8,4580.57,9,13.3,2136.01,2444.56,53.37
2024-01-09,North,Product B,Enterprise,Rep_7,5327.17,13,16.7,2941.52,2385.65,44.78
2024-01-09,South,Product E,Startup,Rep_10,3908.63,22,13.9,1898.46,2010.17,51.43
2024-01-09,South,Product D,Enterprise,Rep_5,5323.0,12,6.1,3342.94,1980.06,37.2
2024-01-09,Central,Product E,SMB,Rep_4,11464.86,67,4.2,5951.61,5513.25,48.09
2024-01-09,Central,Product D,Enterprise,Rep_2,5186.32,11,19.7,3231.4,1954.92,37.69
2024-01-09,South,Product A,Government,Rep_8,5909.19,14,9.6,2709.98,3199.21,54.14
2024-01-09,North,Product C,Enterprise,Rep_3,10671.39,40,10.9,7236.63,3434.76,32.19
2024-01-09,South,Product A,SMB,Rep_7,2753.09,9,8.2,1356.55,1396.54,50.73
2024-01-09,West,Product E,Government,Rep_2,5586.24,10,19.9,3103.79,2482.45,44.44
2024-01-09,West,Product A,Government,Rep_4,7693.49,25,1.7,3887.07,3806.42,49.48
2024-01-09,Central,Product E,Enterprise,Rep_7,4904.14,26,10.3,2825.86,2078.28,42.38
2024-01-09,South,Product D,Government,Rep_4,7921.61,15,9.3,4987.79,2933.82,37.04
2024-01-09,Central,Product C,Startup,Rep_4,6358.56,13,22.2,3391.05,2967.51,46.67
2024-01-10,Central,Product C,Startup,Rep_9,4390.69,7,23.2,2493.93,1896.76,43.2
2024-01-10,South,Product D,Startup,Rep_5,6820.89,30,19.0,4460.44,2360.45,34.61
2024-01-10,West,Product A,Startup,Rep_3,3851.51,16,20.8,2078.6,1772.91,46.03
2024-01-10,North,Product B,Enterprise,Rep_8,8382.4,27,24.0,4842.85,3539.55,42.23
2024-01-10,North,Product D,Enterprise,Rep_1,10543.07,31,19.1,6172.89,4370.18,41.45
2024-01-10,North,Product B,Enterprise,Rep_5,3278.78,7,10.9,2148.08,1130.7,34.49
2024-01-10,Central,Product A,Government,Rep_6,4031.62,10,19.4,1908.51,2123.11,52.66
2024-01-10,Central,Product D,Enterprise,Rep_8,10352.18,42,19.8,6273.79,4078.39,39.4
2024-01-10,South,Product B,Startup,Rep_1,3055.36,9,7.3,1627.17,1428.19,46.74
2024-01-10,North,Product A,Government,Rep_6,5559.38,15,13.0,2773.04,2786.34,50.12
2024-01-11,Central,Product A,Enterprise,Rep_8,8528.92,16,9.9,5547.49,2981.43,34.96
2024-01-11,East,Product C,Government,Rep_4,9128.66,15,7.1,4214.54,4914.12,53.83
2024-01-11,West,Product A,Enterprise,Rep_7,11435.71,34,24.3,6918.95,4516.76,39.5
2024-01-11,North,Product C,SMB,Rep_2,7502.83,14,4.1,3879.94,3622.89,48.29
2024-01-11,East,Product D,Government,Rep_10,2065.83,8,19.0,1355.39,710.44,34.39
2024-01-11,West,Product E,Government,Rep_6,6502.12,20,9.8,2950.93,3551.19,54.62
2024-01-11,Central,Product B,Startup,Rep_3,5291.75,20,13.1,2572.86,2718.89,51.38
2024-01-11,East,Product E,Government,Rep_10,5693.24,14,19.5,3789.33,1903.91,33.44
2024-01-11,North,Product E,Government,Rep_6,5561.41,28,16.0,2749.46,2811.95,50.56
2024-01-11,South,Product C,Government,Rep_5,5645.17,11,3.0,3272.3,2372.87,42.03
2024-01-12,West,Product E,Enterprise,Rep_3,3220.68,7,22.0,1894.25,1326.43,41.18
2024-01-12,East,Product C,SMB,Rep_2,9556.64,40,24.8,5867.63,3689.01,38.6
2024-01-12,East,Product D,Enterprise,Rep_1,5769.65,17,21.3,3599.28,2170.37,37.62
2024-01-12,West,Product B,SMB,Rep_1,4703.59,13,11.2,2686.61,2016.98,42.88
2024-01-12,South,Product D,Enterprise,Rep_6,2749.05,9,5.9,1544.16,1204.89,43.83
2024-01-12,West,Product D,Government,Rep_10,5075.69,10,5.0,2434.21,2641.48,52.04
2024-01-12,South,Product C,Government,Rep_8,4222.54,12,7.8,2657.15,1565.39,37.07
2024-01-12,Central,Product A,SMB,Rep_1,8983.17,33,0.6,4379.7,4603.47,51.25
2024-01-12,Central,Product C,Startup,Rep_4,9929.26,46,21.0,5488.7,4440.56,44.72
2024-01-12,Central,Product C,Enterprise,Rep_4,10402.78,38,13.6,5701.55,4701.23,45.19
2024-01-12,Central,Product E,Government,Rep_10,9924.8,27,10.6,5755.53,4169.27,42.01
2024-01-13,East,Product A,SMB,Rep_6,7624.54,13,7.1,3523.88,4100.66,53.78
2024-01-13,East,Product C,Startup,Rep_8,5549.97,15,9.1,2845.58,2704.39,48.73
2024-01-13,South,Product D,Government,Rep_2,1963.63,5,16.2,1131.86,831.77,42.36
2024-01-13,East,Product A,Government,Rep_6,12129.84,46,3.1,6163.01,5966.83,49.19
2024-01-13,North,Product B,Government,Rep_9,3154.97,5,5.7,1720.08,1434.89,45.48
2024-01-13,Central,Product E,Enterprise,Rep_1,7169.63,18,12.0,3227.03,3942.6,54.99
2024-01-13,West,Product C,Enterprise,Rep_2,4692.0,10,21.0,2759.58,1932.42,41.19
2024-01-13,South,Product C,Government,Rep_8,14540.84,24,12.0,9123.8,5417.04,37.25
2024-01-13,West,Product B,Enterprise,Rep_8,7799.59,23,10.2,4821.37,2978.22,38.18
2024-01-14,West,Product A,Government,Rep_4,9863.3,30,19.8,4709.31,5153.99,52.25
2024-01-14,North,Product B,SMB,Rep_7,2881.0,6,10.5,1314.49,1566.51,54.37
2024-01-14,East,Product D,Government,Rep_6,8646.06,23,0.8,4512.76,4133.3,47.81
2024-01-14,West,Product C,Startup,Rep_4,14375.9,32,7.2,6905.46,7470.44,51.97
2024-01-14,West,Product D,SMB,Rep_1,10654.36,20,17.5,6911.79,3742.57,35.13
2024-01-14,Central,Product B,Startup,Rep_9,2604.16,16,16.9,1269.44,1334.72,51.25
2024-01-14,North,Product C,SMB,Rep_7,5781.87,18,13.1,3424.99,2356.88,40.76
2024-01-14,Central,Product A,Enterprise,Rep_2,8085.21,34,19.6,4226.23,3858.98,47.73
2024-01-14,East,Product A,Startup,Rep_2,10837.26,36,17.2,6609.58,4227.68,39.01
2024-01-14,South,Product D,Government,Rep_9,6065.06,13,4.4,3355.71,2709.35,44.67
2024-01-14,Central,Product B,SMB,Rep_4,3586.14,6,15.4,2359.81,1226.33,34.2
2024-01-14,North,Product A,Startup,Rep_5,9001.59,15,2.1,5849.46,3152.13,35.02
2024-01-14,South,Product E,Startup,Rep_1,7959.12,50,1.9,4143.45,3815.67,47.94
2024-01-14,West,Product B,SMB,Rep_7,4485.15,16,25.0,2399.44,2085.71,46.5
2024-01-14,East,Product C,Government,Rep_2,3828.88,21,19.0,2199.99,1628.89,42.54
2024-01-14,West,Product D,SMB,Rep_7,4194.27,22,15.0,2680.48,1513.79,36.09
2024-01-15,Central,Product B,Enterprise,Rep_5,8807.94,14,8.5,5615.24,3192.7,36.25
2024-01-15,East,Product B,Startup,Rep_7,3078.06,6,10.6,1914.64,1163.42,37.8
2024-01-15,North,Product D,Enterprise,Rep_4,10355.47,37,17.8,6553.67,3801.8,36.71
2024-01-15,North,Product B,Startup,Rep_1,5533.54,29,21.7,2893.91,2639.63,47.7
2024-01-15,East,Product E,SMB,Rep_5,1887.19,3,19.2,1030.53,856.66,45.39
2024-01-15,East,Product A,SMB,Rep_1,4579.39,10,10.8,2161.53,2417.86,52.8
2024-01-15,East,Product E,Government,Rep_4,6842.3,26,0.0,3266.05,3576.25,52.27
2024-01-15,Central,Product C,Government,Rep_5,5351.52,10,6.8,3434.62,1916.9,35.82
2024-01-15,South,Product E,Enterprise,Rep_6,3357.12,8,4.1,2214.13,1142.99,34.05
2024-01-15,South,Product A,Startup,Rep_1,10870.78,41,22.0,5747.62,5123.16,47.13
2024-01-15,South,Product E,Enterprise,Rep_1,3529.12,7,15.8,2355.64,1173.48,33.25
2024-01-15,Central,Product B,Government,Rep_3,1634.59,5,17.7,1001.31,633.28,38.74
2024-01-15,West,Product B,Startup,Rep_10,6053.55,19,23.1,3484.81,2568.74,42.43
2024-01-15,South,Product B,SMB,Rep_10,6619.12,36,14.5,3513.12,3106.0,46.92
2024-01-15,Central,Product E,Startup,Rep_8,6805.58,29,22.0,4534.25,2271.33,33.37
2024-01-15,North,Product E,Startup,Rep_8,3569.29,9,15.1,2031.78,1537.51,43.08
2024-01-16,North,Product E,Government,Rep_6,7754.33,15,13.1,4210.36,3543.97,45.7
2024-01-16,North,Product D,Startup,Rep_6,8831.56,30,18.7,5274.88,3556.68,40.27
2024-01-16,North,Product B,SMB,Rep_8,2461.99,5,11.2,1402.58,1059.41,43.03
2024-01-16,East,Product A,Enterprise,Rep_3,1726.65,2,22.7,795.12,931.53,53.95
2024-01-16,West,Product E,Enterprise,Rep_8,9962.85,62,10.0,5078.38,4884.47,49.03
2024-01-16,Central,Product C,Government,Rep_8,4023.15,18,15.7,2046.75,1976.4,49.13
2024-01-16,East,Product A,Government,Rep_4,7763.98,41,13.5,4608.33,3155.65,40.64
2024-01-16,North,Product A,Enterprise,Rep_3,1851.83,5,22.7,1093.32,758.51,40.96
2024-01-17,North,Product D,Startup,Rep_3,8813.51,20,24.5,4807.55,4005.96,45.45
2024-01-17,West,Product C,Government,Rep_2,14821.77,36,8.7,8179.88,6641.89,44.81
2024-01-17,West,Product C,SMB,Rep_1,7991.5,17,22.4,4976.75,3014.75,37.72
2024-01-17,North,Product A,Enterprise,Rep_7,2497.69,10,2.3,1214.92,1282.77,51.36
2024-01-17,Central,Product A,Enterprise,Rep_8,4719.41,14,9.4,2878.93,1840.48,39.0
2024-01-17,South,Product A,Government,Rep_1,8234.68,15,5.9,4459.07,3775.61,45.85
2024-01-17,South,Product B,SMB,Rep_5,5526.47,9,11.9,2535.39,2991.08,54.12
2024-01-17,North,Product D,Enterprise,Rep_7,6103.71,16,11.3,3493.01,2610.7,42.77
2024-01-17,Central,Product B,Enterprise,Rep_5,2352.17,13,4.0,1387.45,964.72,41.01
2024-01-17,Central,Product C,Government,Rep_10,13765.99,29,18.2,8269.5,5496.49,39.93
2024-01-17,West,Product A,Startup,Rep_7,4261.23,9,18.5,2446.16,1815.07,42.59
2024-01-17,East,Product D,Startup,Rep_8,8014.93,15,5.6,4765.19,3249.74,40.55
2024-01-17,East,Product E,Startup,Rep_8,11940.59,22,0.5,6974.68,4965.91,41.59
2024-01-17,Central,Product E,SMB,Rep_8,6651.88,12,7.9,3325.67,3326.21,50.0
2024-01-17,North,Product E,Enterprise,Rep_5,4131.58,15,5.3,2109.83,2021.75,48.93
2024-01-17,Central,Product B,Enterprise,Rep_8,8205.81,37,23.8,4577.04,3628.77,44.22
2024-01-17,East,Product C,Government,Rep_6,4916.7,11,20.1,3105.77,1810.93,36.83
2024-01-17,North,Product D,SMB,Rep_9,2467.64,6,20.5,1575.95,891.69,36.14
2024-01-18,South,Product A,SMB,Rep_6,5575.96,10,4.4,3007.15,2568.81,46.07
2024-01-18,South,Product B,Enterprise,Rep_9,7669.69,13,23.0,4427.56,3242.13,42.27
2024-01-18,North,Product E,Government,Rep_2,2717.91,7,7.6,1661.95,1055.96,38.85
2024-01-18,South,Product A,Government,Rep_6,8709.68,15,3.2,4119.53,4590.15,52.7
2024-01-18,West,Product A,Government,Rep_9,2545.96,4,24.1,1644.02,901.94,35.43
2024-01-18,West,Product D,Government,Rep_4,9121.01,30,23.3,5119.79,4001.22,43.87
2024-01-18,West,Product A,Enterprise,Rep_1,4966.78,15,10.3,2971.62,1995.16,40.17
2024-01-18,East,Product D,Startup,Rep_2,4774.82,15,15.2,2490.06,2284.76,47.85
2024-01-18,Central,Product E,Startup,Rep_4,7123.79,30,4.3,3958.36,3165.43,44.43
2024-01-18,West,Product E,Government,Rep_8,8509.56,16,9.3,4588.75,3920.81,46.08
2024-01-18,West,Product A,SMB,Rep_3,11345.38,25,18.5,5184.05,6161.33,54.31
2024-01-18,East,Product A,Startup,Rep_1,8724.56,16,8.8,5923.86,2800.7,32.1
2024-01-18,North,Product E,Government,Rep_4,2459.52,8,22.8,1192.17,1267.35,51.53
2024-01-18,Central,Product D,Enterprise,Rep_2,5648.83,13,17.6,3434.15,2214.68,39.21
